Product,Projected Pillar,pricingdate,Validated Value Projected CV,Outlier,is Auction Date
irdswap,30Y,8/3/2023,80.9059,,1
future,100Y,10/26/2025,76.5667,0.0,0
bond,25Y,5/1/2025,27.2394,0.0,0
future,3M,8/3/2025,29.0591,0.0,1
bond,3M,2/19/2023,35.0762,0.0,1
bond,1W,4/10/2025,71.5014,0.0,0
irdswap,30Y,10/23/2025,95.7527,,1
irdswap,1Y,4/18/2024,66.1723,,1
bond,15Y,4/24/2024,74.83,0.0,1
future,10Y,5/7/2025,45.7567,0.0,1
future,20Y,8/1/2024,76.9236,0.0,1
bond,2Y,12/9/2025,94.7835,0.0,0
irdswap,100Y,3/5/2025,53.4194,,1
bond,10Y,2/15/2025,35.0556,1.0,0
bond,50Y,9/19/2024,72.3698,0.0,1
future,10Y,10/23/2025,0.0457,0.0,1
future,100Y,8/19/2024,35.7548,0.0,1
bond,1M,2/24/2025,56.7214,0.0,1
future,10Y,3/23/2023,84.0279,0.0,1
irdswap,40Y,9/19/2024,54.5605,,0
irdswap,1Y,11/14/2023,34.7454,,0
irdswap,100Y,8/3/2024,29.8098,,1
future,40Y,8/3/2023,81.8588,0.0,1
future,10Y,7/20/2024,77.7366,0.0,0
bond,20Y,4/11/2023,74.531,0.0,1
bond,50Y,9/3/2024,80.3606,0.0,0
irdswap,40Y,2/25/2025,94.2354,,1
future,1Y,4/25/2024,57.2292,0.0,0
irdswap,15Y,3/8/2025,58.0233,,0
bond,15Y,3/2/2024,83.3077,0.0,0
irdswap,15Y,3/11/2023,40.287,,1
future,10Y,4/28/2024,87.08,0.0,0
bond,100Y,3/16/2024,72.0585,0.0,1
bond,15Y,8/13/2024,0.404,0.0,0
irdswap,25Y,7/15/2024,36.619,,1
future,40Y,7/5/2023,53.8875,0.0,0
future,2Y,1/21/2025,47.8922,0.0,1
future,2Y,2/19/2024,81.5237,0.0,1
bond,1W,12/9/2025,84.3966,0.0,0
future,50Y,4/26/2024,95.6974,0.0,0
irdswap,40Y,12/19/2023,32.3575,,0
irdswap,50Y,7/1/2024,18.1789,,1
irdswap,40Y,7/29/2024,4.4015,,0
future,15Y,1/12/2025,10.2729,0.0,1
irdswap,30Y,11/20/2025,20.1715,,1
future,1M,9/22/2024,64.8026,0.0,0
future,25Y,5/5/2024,13.4793,0.0,0
future,3M,10/4/2025,63.7943,0.0,0
bond,25Y,3/2/2025,84.7079,1.0,0
bond,10Y,1/17/2024,59.8922,0.0,0
irdswap,3M,4/28/2024,52.3359,,0
bond,100Y,8/1/2024,24.8504,0.0,0
future,50Y,2/14/2024,41.6882,0.0,0
future,30Y,6/29/2024,99.8884,0.0,1
irdswap,15Y,11/13/2024,37.9146,,1
bond,20Y,1/14/2025,33.313,1.0,0
future,25Y,1/22/2025,47.9232,0.0,1
future,20Y,6/9/2024,51.6032,1.0,0
irdswap,15Y,12/10/2023,56.1998,,0
bond,15Y,8/22/2024,45.9898,0.0,1
bond,15Y,12/30/2024,96.8061,0.0,0
bond,30Y,4/26/2024,30.2149,1.0,0
future,1M,2/25/2025,87.7829,0.0,1
irdswap,30Y,6/11/2024,59.1536,,1
bond,1W,1/6/2023,82.0118,0.0,0
bond,25Y,10/18/2025,77.3054,0.0,1
bond,40Y,10/28/2024,52.138,1.0,1
irdswap,50Y,4/18/2024,26.4836,,1
irdswap,20Y,1/3/2025,84.1244,,0
bond,20Y,6/12/2023,8.172,0.0,1
irdswap,15Y,8/22/2024,60.5063,,0
irdswap,30Y,1/20/2024,56.2149,,0
irdswap,100Y,9/5/2023,55.7758,,1
irdswap,1W,5/24/2025,50.5257,,0
future,100Y,6/15/2025,4.1776,0.0,1
future,25Y,12/21/2023,91.584,0.0,0
future,10Y,12/1/2024,67.9373,0.0,0
irdswap,3M,4/28/2025,4.9056,,1
future,20Y,6/8/2025,26.9216,0.0,0
irdswap,50Y,3/2/2025,76.657,,0
bond,1M,5/1/2025,94.5637,0.0,1
future,100Y,11/15/2024,76.6821,0.0,0
irdswap,15Y,7/10/2025,85.4926,,0
irdswap,3M,6/11/2024,89.459,,1
future,30Y,11/1/2025,70.9553,0.0,0
future,1W,11/25/2025,78.3254,0.0,0
bond,30Y,11/15/2023,47.5787,0.0,0
bond,1M,2/14/2024,86.6545,0.0,1
future,3M,6/11/2024,85.0033,0.0,1
irdswap,40Y,5/30/2024,15.222,,0
irdswap,15Y,11/16/2024,92.633,,0
bond,1Y,8/24/2024,19.0733,0.0,1
irdswap,20Y,8/22/2024,33.2542,,0
bond,30Y,7/1/2024,49.3244,1.0,0
irdswap,2Y,2/16/2023,9.5582,,1
irdswap,40Y,7/15/2024,63.0468,,0
irdswap,1W,4/29/2024,43.2335,,1
bond,10Y,8/22/2024,45.3653,0.0,1
future,20Y,4/2/2025,37.5084,0.0,1
bond,15Y,7/28/2024,96.3305,0.0,1
future,1Y,9/5/2023,37.7062,0.0,0
future,40Y,3/14/2024,1.1546,0.0,1
irdswap,50Y,11/19/2024,51.269,,1
bond,3M,1/1/2023,65.5474,0.0,0
future,1W,4/20/2024,81.3201,0.0,0
future,20Y,1/17/2024,47.7847,1.0,1
future,30Y,10/30/2024,66.7077,0.0,0
future,3M,8/12/2024,75.1077,0.0,0
future,2Y,4/4/2023,77.5846,0.0,1
future,1M,8/1/2024,40.9196,0.0,1
future,20Y,6/2/2023,24.5473,0.0,1
future,1W,12/22/2024,7.5558,0.0,0
future,40Y,10/24/2023,2.7247,0.0,0
irdswap,100Y,5/2/2023,22.2493,,1
future,25Y,11/1/2025,70.7049,0.0,1
irdswap,50Y,7/15/2024,85.4317,,0
irdswap,50Y,3/8/2025,45.7124,,0
bond,3M,1/22/2025,47.4674,0.0,0
future,20Y,8/12/2024,22.4384,0.0,1
irdswap,50Y,9/29/2024,37.7458,,1
bond,20Y,12/14/2025,59.4591,1.0,0
future,50Y,1/31/2024,16.4051,0.0,0
bond,1Y,8/22/2024,28.5507,0.0,1
irdswap,30Y,3/10/2023,35.5274,,1
bond,25Y,1/12/2025,27.7075,0.0,0
future,100Y,12/4/2023,61.827,0.0,1
future,40Y,2/2/2025,72.9112,1.0,0
future,10Y,4/26/2024,66.2533,0.0,1
future,1M,9/13/2025,14.8241,0.0,1
irdswap,1W,12/22/2024,92.5185,,1
bond,40Y,12/8/2023,61.6207,0.0,0
future,25Y,2/12/2023,74.5875,0.0,1
irdswap,2Y,3/16/2024,4.1785,,0
irdswap,25Y,5/11/2025,38.2432,,1
bond,1Y,1/26/2024,70.5081,0.0,0
irdswap,25Y,8/3/2025,20.5936,,1
bond,1W,5/14/2023,67.0874,1.0,0
irdswap,2Y,10/26/2025,57.836,,0
future,10Y,3/16/2025,22.5749,1.0,1
future,40Y,6/22/2024,44.043,0.0,0
future,1M,12/14/2025,39.0153,0.0,0
irdswap,15Y,9/19/2024,21.2624,,0
future,3M,5/2/2023,84.6024,0.0,1
future,1M,5/28/2023,94.5768,0.0,0
future,30Y,3/5/2025,21.2832,1.0,0
future,3M,3/8/2025,78.0328,0.0,1
irdswap,10Y,9/5/2023,41.1764,,1
bond,30Y,1/26/2025,36.0489,0.0,0
irdswap,20Y,4/11/2023,69.0601,,0
irdswap,100Y,8/18/2024,81.5904,,1
irdswap,1Y,8/28/2023,6.2843,,1
bond,2Y,4/16/2023,57.8538,0.0,0
bond,1W,3/23/2023,82.8272,0.0,0
bond,1W,4/4/2025,93.69,1.0,0
future,20Y,1/26/2025,55.743,0.0,0
irdswap,1M,11/15/2023,71.0991,,1
future,100Y,12/31/2024,24.3347,0.0,0
irdswap,1M,8/23/2024,13.9474,,0
irdswap,10Y,4/24/2024,17.8157,,1
bond,40Y,5/14/2023,37.7142,0.0,0
irdswap,40Y,10/30/2025,77.3032,,1
bond,20Y,1/12/2025,49.744,0.0,1
irdswap,2Y,1/23/2024,67.5554,,1
bond,50Y,5/6/2024,52.7146,0.0,1
bond,10Y,1/31/2024,80.0765,0.0,0
irdswap,50Y,7/10/2025,2.4287,,0
irdswap,1M,8/3/2024,97.966,,1
irdswap,15Y,1/22/2025,21.4232,,1
future,20Y,9/3/2024,64.4171,1.0,0
irdswap,20Y,12/13/2025,14.0532,,1
future,15Y,4/9/2025,15.9564,0.0,0
future,1M,6/9/2024,44.5058,0.0,0
bond,10Y,8/3/2023,27.007,1.0,1
irdswap,1W,9/21/2025,21.1074,,1
bond,30Y,11/5/2024,49.6994,0.0,0
bond,50Y,4/25/2023,52.7983,0.0,0
future,40Y,8/19/2024,74.3273,0.0,1
future,2Y,2/26/2025,85.565,0.0,1
irdswap,2Y,7/1/2023,40.2851,,1
irdswap,30Y,3/2/2025,68.559,,0
irdswap,3M,12/28/2023,3.3084,,0
future,2Y,10/4/2025,79.2768,1.0,0
bond,15Y,3/16/2025,46.5759,0.0,1
future,2Y,4/26/2024,85.5714,0.0,0
future,1Y,9/29/2024,9.3488,1.0,0
irdswap,20Y,4/17/2023,38.4079,,0
bond,1M,5/30/2024,9.7864,1.0,0
future,1W,12/3/2024,45.249,0.0,1
bond,1M,10/16/2024,70.5324,0.0,0
future,1W,3/18/2024,95.2634,0.0,0
irdswap,50Y,4/2/2025,68.4585,,0
irdswap,2Y,1/26/2023,82.8128,,1
irdswap,25Y,8/29/2024,60.357,,1
bond,2Y,10/19/2023,21.1789,0.0,0
future,30Y,10/21/2025,19.5865,0.0,0
future,1W,7/12/2025,91.3369,0.0,1
irdswap,100Y,5/1/2025,0.1047,,0
future,100Y,5/2/2023,24.0904,1.0,0
bond,25Y,6/11/2024,7.5803,0.0,0
future,30Y,4/25/2024,28.8935,0.0,1
bond,2Y,8/9/2025,88.0441,0.0,1
future,100Y,1/1/2023,66.5999,0.0,0
irdswap,1M,4/4/2025,28.33,,1
irdswap,1W,8/29/2024,68.5518,,1
future,20Y,7/17/2025,81.1213,0.0,0
bond,1M,9/29/2024,68.7722,0.0,1
irdswap,1Y,1/17/2024,41.7483,,1
bond,40Y,8/3/2025,82.3142,1.0,0
bond,1Y,7/15/2024,17.6796,1.0,0
future,100Y,2/3/2024,77.7819,0.0,0
bond,1Y,6/3/2024,15.8717,0.0,0
future,1M,5/30/2024,50.24,0.0,0
bond,1M,12/28/2023,87.6051,0.0,1
bond,15Y,9/3/2024,69.4986,0.0,0
bond,10Y,7/10/2025,14.7263,0.0,1
irdswap,50Y,11/4/2023,97.2795,,1
future,100Y,6/19/2025,76.346,0.0,1
bond,3M,6/16/2025,24.4833,0.0,0
bond,30Y,1/26/2023,25.3153,0.0,0
bond,15Y,8/29/2025,83.1621,0.0,0
bond,25Y,6/8/2025,72.5373,0.0,1
bond,100Y,5/3/2025,66.8673,0.0,0
future,1W,11/9/2023,61.043,1.0,0
irdswap,20Y,8/13/2024,20.1863,,1
bond,20Y,1/21/2025,58.6764,0.0,1
future,20Y,1/26/2023,71.7749,0.0,0
future,1M,4/29/2024,27.7685,0.0,1
irdswap,25Y,10/26/2025,91.6331,,1
bond,100Y,1/26/2025,43.7509,0.0,0
bond,15Y,8/3/2025,77.4438,0.0,0
bond,50Y,5/24/2025,60.6005,0.0,1
irdswap,1Y,9/22/2024,72.9147,,1
irdswap,50Y,12/17/2023,77.1466,,0
bond,100Y,11/1/2025,28.6151,0.0,0
irdswap,40Y,9/13/2025,54.9587,,0
future,40Y,3/16/2025,99.1842,0.0,0
bond,1W,2/27/2024,61.3482,0.0,0
future,25Y,2/9/2023,41.1674,0.0,1
irdswap,40Y,6/2/2023,73.7432,,1
bond,20Y,5/24/2025,2.7594,0.0,0
irdswap,25Y,11/14/2023,70.3343,,1
bond,40Y,1/1/2023,88.551,0.0,1
bond,1Y,7/20/2023,49.1704,0.0,1
future,25Y,2/18/2024,86.6116,0.0,0
bond,40Y,5/13/2023,7.2929,0.0,0
future,1W,6/9/2024,21.0445,0.0,1
future,20Y,5/5/2023,98.5321,0.0,0
bond,30Y,9/5/2023,60.2089,0.0,1
bond,1Y,12/15/2023,39.472,0.0,0
irdswap,100Y,6/16/2023,69.1642,,1
future,10Y,9/19/2024,22.4912,1.0,1
bond,3M,12/8/2023,83.2829,0.0,0
future,2Y,7/5/2023,91.0563,0.0,0
future,3M,1/26/2025,73.9952,0.0,1
future,50Y,3/11/2023,27.5315,0.0,0
irdswap,20Y,11/7/2023,0.1656,,1
future,100Y,7/1/2023,51.1073,0.0,1
future,25Y,8/12/2024,32.4655,0.0,0
irdswap,20Y,4/6/2024,78.0393,,1
bond,1W,5/7/2025,19.0405,1.0,0
future,30Y,12/15/2023,69.1465,0.0,1
future,100Y,3/10/2023,95.4877,0.0,0
irdswap,25Y,12/8/2023,36.6262,,1
irdswap,10Y,12/20/2025,5.7258,,0
irdswap,10Y,2/27/2025,97.5179,,0
future,100Y,4/24/2024,43.1666,0.0,1
irdswap,100Y,6/9/2024,93.6682,,1
irdswap,20Y,9/22/2024,36.9966,,1
bond,3M,6/3/2023,29.4104,0.0,0
bond,10Y,1/3/2025,26.586,0.0,1
future,1Y,1/31/2024,20.719,0.0,0
irdswap,1M,2/3/2024,40.9842,,1
bond,20Y,9/5/2025,17.6137,0.0,1
future,40Y,3/16/2024,75.2285,0.0,1
future,15Y,7/11/2023,27.815,0.0,1
bond,25Y,7/15/2024,31.1044,0.0,1
bond,15Y,1/22/2024,92.8168,0.0,0
irdswap,1W,10/23/2025,54.6794,,0
bond,20Y,5/2/2023,84.1221,0.0,1
bond,1M,8/1/2024,36.154,1.0,0
bond,25Y,7/1/2023,38.2208,1.0,1
future,20Y,7/11/2023,10.8542,0.0,1
future,20Y,4/4/2025,82.5199,0.0,0
irdswap,10Y,10/23/2025,0.4783,,0
future,100Y,1/20/2025,38.1332,0.0,1
future,100Y,12/3/2024,11.0593,0.0,1
bond,50Y,12/31/2024,71.4391,0.0,1
future,30Y,4/24/2024,22.959,0.0,0
bond,40Y,11/16/2024,18.4734,0.0,0
irdswap,25Y,11/20/2025,56.9683,,1
future,40Y,7/17/2025,47.2041,0.0,1
future,50Y,4/4/2023,79.021,0.0,0
irdswap,25Y,8/28/2024,51.7691,,0
irdswap,1W,12/8/2023,30.5137,,0
future,25Y,7/1/2023,22.126,0.0,1
bond,100Y,10/21/2025,73.8054,0.0,1
future,100Y,5/5/2024,78.2609,0.0,0
bond,1M,8/9/2025,87.8636,1.0,0
irdswap,3M,12/3/2024,84.3433,,1
bond,25Y,1/26/2023,39.9094,0.0,0
future,30Y,8/9/2025,48.7008,0.0,0
bond,30Y,7/10/2025,17.9313,0.0,0
future,25Y,5/3/2025,58.8745,0.0,0
irdswap,50Y,9/14/2023,35.9242,,1
bond,50Y,6/17/2025,29.9282,0.0,0
future,10Y,11/19/2024,34.8046,1.0,0
irdswap,50Y,10/26/2025,16.2557,,1
irdswap,1W,7/11/2023,90.3103,,0
irdswap,1W,8/3/2023,64.6075,,0
irdswap,40Y,3/13/2025,6.6643,,0
future,30Y,8/12/2024,35.8123,0.0,0
future,100Y,4/11/2023,53.0751,1.0,1
irdswap,30Y,3/2/2024,56.123,,0
irdswap,15Y,3/13/2025,10.2131,,1
bond,15Y,10/19/2025,39.8157,1.0,1
irdswap,50Y,8/29/2024,20.0013,,1
future,30Y,3/23/2023,35.9451,0.0,0
future,30Y,7/20/2023,32.0731,0.0,1
future,100Y,5/3/2025,1.6594,0.0,1
irdswap,20Y,10/19/2025,19.9398,,1
irdswap,20Y,4/9/2025,86.6781,,1
bond,3M,7/1/2023,47.7245,1.0,0
irdswap,40Y,3/10/2023,89.0311,,0
future,2Y,5/3/2025,92.3378,0.0,0
bond,3M,6/2/2023,92.7192,0.0,1
future,50Y,7/29/2024,2.452,0.0,0
irdswap,50Y,5/7/2025,50.2843,,1
future,10Y,2/27/2024,56.617,1.0,1
future,1M,4/4/2025,86.4057,0.0,1
irdswap,25Y,10/19/2023,70.343,,0
future,20Y,2/3/2024,43.0271,0.0,0
future,20Y,1/22/2025,61.926,0.0,0
future,25Y,10/23/2025,81.832,0.0,1
bond,15Y,12/14/2025,15.9574,1.0,0
bond,20Y,2/16/2024,58.5998,0.0,0
irdswap,100Y,4/25/2025,65.9605,,1
future,100Y,7/5/2023,67.6108,0.0,0
future,2Y,2/12/2023,58.2775,0.0,1
irdswap,25Y,5/5/2025,27.5863,,0
irdswap,10Y,3/13/2025,22.4198,,0
irdswap,1W,12/9/2025,46.8772,,1
bond,100Y,9/5/2023,70.6608,0.0,0
future,25Y,5/5/2023,44.9317,0.0,0
irdswap,30Y,2/12/2023,75.8476,,0
irdswap,20Y,12/1/2024,30.3335,,0
future,2Y,7/17/2025,21.4581,1.0,1
future,15Y,5/11/2025,1.1419,0.0,0
future,1Y,10/3/2025,62.7974,0.0,0
bond,50Y,10/11/2024,43.7405,0.0,0
irdswap,1Y,12/31/2024,97.3161,,1
future,30Y,4/25/2025,29.6533,0.0,0
bond,100Y,12/20/2025,15.1327,0.0,1
future,30Y,8/26/2023,27.7328,0.0,1
future,1M,12/17/2023,75.1844,0.0,0
irdswap,20Y,12/15/2023,13.5061,,0
bond,100Y,12/21/2023,90.02,0.0,1
future,25Y,4/20/2023,45.7828,0.0,0
bond,2Y,10/18/2025,11.3043,0.0,0
future,10Y,6/10/2024,36.5,1.0,1
bond,1M,3/18/2024,24.6915,0.0,0
irdswap,20Y,7/10/2025,6.6706,,0
irdswap,20Y,6/29/2024,28.8,,1
future,100Y,8/28/2023,21.0664,0.0,1
bond,25Y,9/18/2024,8.4184,0.0,0
irdswap,25Y,11/7/2023,11.6861,,1
future,10Y,4/25/2023,27.6214,0.0,1
irdswap,3M,12/4/2023,32.638,,0
future,100Y,4/6/2024,40.3522,0.0,1
future,50Y,7/10/2025,42.9264,0.0,1
irdswap,100Y,2/19/2024,13.6509,,1
bond,3M,9/14/2023,21.1154,0.0,1
bond,50Y,6/9/2024,6.3231,0.0,0
future,1W,12/17/2023,11.4185,0.0,1
future,10Y,12/12/2023,97.5836,0.0,1
bond,1W,12/4/2023,63.9513,1.0,0
bond,1Y,7/2/2023,5.3169,0.0,1
irdswap,40Y,4/4/2023,7.5991,,0
irdswap,1W,6/29/2024,71.964,,1
bond,40Y,3/8/2025,1.8211,0.0,1
bond,3M,6/3/2024,35.8182,0.0,1
future,10Y,4/4/2025,36.6171,0.0,1
future,3M,11/9/2023,70.8413,0.0,1
future,1Y,1/26/2024,50.1714,0.0,0
irdswap,2Y,7/12/2025,61.7836,,1
irdswap,15Y,8/6/2024,84.2415,,0
bond,10Y,8/23/2024,59.2657,0.0,0
future,25Y,4/20/2024,80.624,0.0,0
future,2Y,4/29/2024,22.703,0.0,0
bond,3M,6/9/2024,41.224,0.0,0
future,25Y,1/14/2025,62.8227,0.0,0
future,3M,2/16/2023,26.1132,0.0,1
future,40Y,5/2/2023,21.2402,0.0,1
irdswap,2Y,8/13/2024,16.781,,0
irdswap,1W,3/11/2023,67.1177,,0
irdswap,10Y,5/5/2024,83.553,,1
bond,25Y,3/16/2024,7.1734,1.0,0
future,3M,9/22/2024,50.1488,0.0,0
future,25Y,5/5/2025,79.9368,0.0,1
irdswap,30Y,7/1/2023,15.24,,1
irdswap,3M,6/8/2025,76.6064,,1
future,1M,8/23/2024,49.7749,0.0,1
bond,1M,1/21/2025,71.5837,0.0,1
future,50Y,2/18/2024,64.6553,0.0,1
future,15Y,4/20/2023,40.2681,1.0,1
future,25Y,1/3/2025,82.5643,1.0,1
future,1Y,12/10/2023,43.9617,0.0,0
irdswap,3M,2/25/2025,86.1396,,1
future,1M,1/6/2023,45.146,1.0,1
future,30Y,7/5/2023,95.2577,1.0,1
future,3M,2/26/2025,26.7654,0.0,0
bond,1Y,2/9/2023,55.4225,1.0,0
irdswap,3M,7/1/2024,84.7003,,1
bond,1Y,4/4/2023,90.2956,0.0,0
future,30Y,10/24/2023,10.6941,0.0,0
bond,100Y,6/16/2023,15.5319,0.0,0
irdswap,1M,6/8/2025,35.9829,,1
future,1M,2/19/2023,50.0806,0.0,0
irdswap,10Y,12/19/2023,17.7263,,0
irdswap,10Y,8/9/2025,67.658,,1
future,100Y,12/17/2023,34.4508,0.0,1
bond,20Y,10/3/2025,61.9254,0.0,0
bond,10Y,4/4/2023,27.463,0.0,1
future,3M,4/29/2024,76.1543,0.0,0
irdswap,15Y,12/1/2024,42.1086,,1
irdswap,50Y,2/12/2023,7.0815,,1
future,10Y,1/21/2025,29.8338,0.0,1
future,30Y,4/2/2025,52.8888,0.0,0
bond,40Y,11/25/2025,78.657,0.0,1
future,30Y,1/26/2025,90.1814,0.0,1
irdswap,25Y,5/14/2023,16.854,,1
bond,1M,2/27/2025,84.5746,0.0,1
future,2Y,10/24/2023,74.9224,0.0,1
future,20Y,11/5/2024,24.9216,0.0,0
future,2Y,5/5/2025,40.6742,0.0,1
irdswap,30Y,10/30/2024,80.4463,,0
future,3M,3/18/2024,29.9189,0.0,0
future,3M,1/23/2024,25.8794,0.0,0
future,40Y,8/26/2023,20.029,0.0,1
irdswap,2Y,12/28/2023,10.7044,,0
irdswap,30Y,2/3/2024,89.7447,,0
irdswap,50Y,5/24/2025,9.007,,0
bond,2Y,11/4/2023,89.5258,0.0,1
irdswap,2Y,5/5/2023,76.9202,,0
future,20Y,10/16/2024,88.076,0.0,1
bond,15Y,4/26/2024,78.1487,0.0,0
irdswap,1W,4/26/2024,84.3778,,1
irdswap,30Y,11/14/2023,27.7825,,0
bond,1W,1/21/2025,22.5357,0.0,0
irdswap,15Y,8/1/2024,34.9165,,0
future,20Y,4/20/2023,34.6661,0.0,0
bond,50Y,11/20/2025,79.5874,0.0,1
bond,50Y,12/30/2024,66.6007,0.0,0
bond,100Y,9/3/2024,33.2061,0.0,0
future,15Y,4/18/2024,22.9197,0.0,0
future,100Y,8/9/2025,28.0971,0.0,1
irdswap,50Y,8/26/2024,88.0395,,0
future,10Y,4/25/2025,92.5283,0.0,1
future,1Y,10/30/2025,12.2379,0.0,0
irdswap,40Y,6/11/2024,66.0944,,0
bond,10Y,5/14/2023,95.7237,0.0,0
bond,50Y,11/14/2023,45.355,0.0,0
bond,15Y,8/19/2024,47.2289,0.0,0
bond,100Y,4/2/2025,43.5856,0.0,1
future,40Y,2/3/2024,69.0784,0.0,1
irdswap,10Y,12/4/2023,65.6915,,1
bond,25Y,8/12/2024,91.0508,0.0,0
irdswap,15Y,5/5/2025,32.8064,,1
future,20Y,1/22/2024,48.329,0.0,0
bond,30Y,8/3/2025,19.4987,0.0,1
irdswap,20Y,3/10/2023,34.4526,,0
irdswap,10Y,2/16/2023,50.5389,,0
irdswap,10Y,2/24/2025,69.1275,,0
irdswap,1Y,8/19/2024,44.8006,,1
bond,3M,5/5/2023,29.8441,0.0,0
future,30Y,8/1/2025,7.1851,0.0,1
future,50Y,9/21/2025,80.1166,0.0,1
future,1W,11/15/2023,85.13,0.0,1
future,1Y,1/20/2025,93.2665,0.0,1
bond,10Y,7/17/2025,90.2683,1.0,1
irdswap,30Y,7/28/2024,59.7567,,0
bond,40Y,9/5/2023,73.5923,0.0,0
bond,40Y,8/29/2024,55.0327,0.0,0
irdswap,1W,2/12/2023,89.0559,,1
irdswap,1W,12/24/2024,44.6322,,0
future,15Y,1/23/2024,32.0768,0.0,1
future,30Y,2/19/2023,79.1053,0.0,1
bond,40Y,12/12/2023,52.5586,0.0,1
bond,50Y,12/14/2025,86.9866,0.0,1
bond,1W,8/22/2024,89.7876,0.0,1
bond,2Y,1/23/2024,97.2835,0.0,1
irdswap,25Y,9/18/2024,98.669,,1
irdswap,10Y,1/26/2025,56.4461,,0
irdswap,25Y,6/15/2025,53.6791,,0
future,15Y,9/13/2025,94.8115,0.0,0
irdswap,40Y,10/3/2023,87.4842,,0
irdswap,100Y,12/14/2025,68.1781,,0
irdswap,100Y,2/12/2023,49.5052,,0
bond,3M,4/9/2025,79.6294,0.0,1
irdswap,1M,8/26/2024,51.2001,,1
irdswap,40Y,4/24/2024,18.5425,,1
bond,50Y,10/4/2025,62.6157,0.0,1
irdswap,100Y,3/16/2025,39.8452,,1
irdswap,3M,2/14/2024,38.2213,,0
bond,10Y,2/25/2025,82.2146,1.0,0
irdswap,25Y,2/24/2025,89.2484,,0
future,1W,11/4/2023,87.4852,0.0,1
bond,50Y,3/2/2024,66.7122,0.0,1
irdswap,10Y,6/16/2023,78.5711,,1
future,20Y,1/1/2023,80.1086,0.0,0
bond,25Y,6/12/2023,25.0843,0.0,1
future,100Y,4/25/2025,2.898,0.0,0
bond,25Y,8/29/2024,48.4398,0.0,1
bond,3M,11/19/2024,71.0623,0.0,1
future,20Y,5/5/2025,93.8173,0.0,1
bond,15Y,1/3/2025,49.313,1.0,0
irdswap,10Y,6/2/2023,72.93,,1
future,1W,9/21/2025,43.3848,0.0,0
bond,20Y,8/26/2023,15.4472,0.0,0
future,3M,10/28/2024,57.2246,0.0,0
bond,20Y,12/20/2025,84.3334,0.0,0
future,1Y,6/7/2023,35.124,0.0,1
bond,20Y,8/29/2024,5.4537,0.0,0
irdswap,25Y,5/13/2023,45.7591,,0
bond,1M,1/14/2025,46.9845,0.0,0
future,25Y,4/28/2024,74.6246,0.0,0
future,1W,4/16/2023,90.1156,0.0,0
future,3M,7/2/2023,44.208,0.0,1
irdswap,100Y,1/20/2024,84.9554,,0
irdswap,1W,8/1/2025,86.0185,,1
future,100Y,9/18/2024,18.4776,0.0,0
irdswap,100Y,6/8/2025,23.3254,,0
bond,1W,11/19/2024,18.1173,0.0,1
irdswap,3M,10/30/2025,93.1931,,1
bond,2Y,12/20/2025,68.859,0.0,1
future,20Y,6/17/2023,95.4636,1.0,1
future,3M,2/3/2024,76.2652,0.0,1
bond,40Y,6/3/2024,90.2612,0.0,0
irdswap,20Y,7/2/2023,97.6508,,1
future,3M,5/1/2025,13.7532,0.0,1
irdswap,3M,2/27/2024,46.3922,,0
irdswap,30Y,12/10/2023,36.0825,,1
bond,1M,7/13/2024,13.3668,0.0,0
future,1W,4/4/2023,77.3381,0.0,1
future,3M,1/26/2023,33.3449,0.0,0
irdswap,1W,9/19/2024,88.7575,,0
future,20Y,1/6/2023,54.6487,0.0,1
bond,1W,10/27/2023,7.9874,0.0,0
irdswap,50Y,8/24/2024,64.4609,,0
irdswap,2Y,2/3/2024,16.3499,,0
irdswap,30Y,4/11/2023,76.5347,,1
bond,30Y,2/14/2024,11.3718,0.0,1
future,25Y,3/23/2024,86.4241,1.0,0
future,1W,10/23/2025,51.6727,0.0,0
irdswap,20Y,10/4/2025,90.676,,1
irdswap,20Y,2/3/2024,41.752,,0
irdswap,20Y,4/20/2023,9.8204,,1
bond,3M,12/21/2023,46.7932,0.0,1
irdswap,10Y,5/11/2025,25.0475,,0
irdswap,15Y,4/26/2024,39.3884,,0
future,25Y,7/20/2024,2.7223,0.0,1
bond,100Y,12/15/2023,22.4963,0.0,1
irdswap,1M,2/2/2023,33.211,,1
bond,25Y,12/8/2023,20.2554,0.0,0
bond,50Y,2/9/2023,55.2058,0.0,0
future,10Y,9/5/2023,45.0419,0.0,1
irdswap,1M,9/21/2023,26.148,,0
irdswap,1W,9/21/2023,51.7949,,1
irdswap,20Y,12/4/2023,22.2593,,0
irdswap,1M,1/31/2024,85.5912,,0
future,20Y,8/3/2023,63.8502,0.0,1
irdswap,40Y,8/13/2024,70.6153,,0
bond,10Y,12/28/2023,64.0279,0.0,1
bond,100Y,2/15/2025,41.7549,0.0,0
future,1M,7/10/2025,53.5562,0.0,0
bond,3M,2/27/2024,46.6844,0.0,0
future,100Y,12/12/2023,0.5297,0.0,0
future,1M,11/16/2024,79.0401,1.0,1
irdswap,20Y,10/30/2024,29.1693,,0
bond,40Y,4/20/2024,67.8449,0.0,1
irdswap,3M,7/20/2024,95.26,,0
irdswap,10Y,10/21/2025,9.8414,,1
irdswap,20Y,10/23/2025,87.0783,,1
bond,10Y,8/26/2024,45.9392,0.0,1
